Date;Last Price
2020-06-12 05:30:00;-47.75
2020-06-12 05:00:00;-47.75
2020-06-12 04:30:00;-47.75
2020-06-12 04:00:00;-47.75
2020-06-12 03:30:00;-47.725
2020-06-12 03:00:00;-47.75
2020-06-12 02:30:00;-47.75
2020-06-12 02:00:00;-47.75
2020-06-12 01:30:00;-47.75
2020-06-12 01:00:00;-47.75
2020-06-12 00:30:00;-47.75
2020-06-12 00:00:00;-47.75
2020-06-11 23:30:00;-47.75
2020-06-11 23:00:00;-47.75
2020-06-11 22:30:00;-47.75
2020-06-11 22:00:00;-47.75
2020-06-11 21:30:00;-47.688
2020-06-11 21:00:00;-47.699
2020-06-11 20:30:00;-47.75
2020-06-11 20:00:00;-47.75
2020-06-11 19:30:00;-47.75
2020-06-11 19:00:00;-47.75
2020-06-11 17:00:00;-47.625
2020-06-11 16:30:00;-47.625
2020-06-11 16:00:00;-47.625
2020-06-11 15:30:00;-47.625
2020-06-11 15:00:00;-47.5
2020-06-11 14:30:00;-47.225
2020-06-11 14:00:00;-47.1
2020-06-11 13:30:00;-47.225
2020-06-11 13:00:00;-47.125
2020-06-11 12:30:00;-46.75
2020-06-11 12:00:00;-46.75
2020-06-11 11:30:00;-46.75
2020-06-11 11:00:00;-46.775
2020-06-11 10:30:00;-46.75
2020-06-11 10:00:00;-46.75
2020-06-11 09:30:00;-46.5
2020-06-11 09:00:00;-46.5
2020-06-11 08:30:00;-46.063
2020-06-11 08:00:00;-46.25
2020-06-11 07:30:00;-46.25
2020-06-11 07:00:00;-45.75
2020-06-11 06:30:00;-45.75
2020-06-11 06:00:00;-45.75
2020-06-11 05:30:00;-45.75
2020-06-11 05:00:00;-45.75
2020-06-11 04:30:00;-45.75
2020-06-11 04:00:00;-45.5
2020-06-11 03:30:00;-45.5
2020-06-11 03:00:00;-45.5
2020-06-11 02:30:00;-45.5
2020-06-11 02:00:00;-45.5
2020-06-11 01:30:00;-45.54
2020-06-11 01:00:00;-45.5
2020-06-11 00:30:00;-45.5
2020-06-11 00:00:00;-45.5
2020-06-10 23:30:00;-45.5
2020-06-10 23:00:00;-45.5
2020-06-10 22:30:00;-45.5
2020-06-10 22:00:00;-45.5
2020-06-10 21:30:00;-45.625
2020-06-10 21:00:00;-45.625
2020-06-10 20:30:00;-45.5
2020-06-10 20:00:00;-45.5
2020-06-10 19:30:00;-45.75
2020-06-10 19:00:00;-45.75
2020-06-10 17:00:00;-45.75
2020-06-10 16:30:00;-45.75
2020-06-10 16:00:00;-45.75
2020-06-10 15:30:00;-45.875
2020-06-10 15:00:00;-45.875
2020-06-10 14:30:00;-45.875
2020-06-10 14:00:00;-45.75
2020-06-10 13:30:00;-45.25
2020-06-10 13:00:00;-45.25
2020-06-10 12:30:00;-45.5
2020-06-10 12:00:00;-45.625
2020-06-10 11:30:00;-45.688
2020-06-10 11:00:00;-46
2020-06-10 10:30:00;-46
2020-06-10 10:00:00;-46
2020-06-10 09:30:00;-46
2020-06-10 09:00:00;-45.875
2020-06-10 08:30:00;-45.75
2020-06-10 08:00:00;-46.025
2020-06-10 07:30:00;-46
2020-06-10 07:00:00;-46
2020-06-10 06:30:00;-46.25
2020-06-10 06:00:00;-46.25
2020-06-10 05:30:00;-46.5
2020-06-10 05:00:00;-46.5
2020-06-10 04:30:00;-46.75
2020-06-10 04:00:00;-46.75
2020-06-10 03:30:00;-46.75
2020-06-10 03:00:00;-46.75
2020-06-10 02:30:00;-46.75
2020-06-10 02:00:00;-46.688
2020-06-10 01:30:00;-46.739
2020-06-10 01:00:00;-46.813
2020-06-10 00:30:00;-46.775
2020-06-10 00:00:00;-46.75
2020-06-09 23:30:00;-46.75
2020-06-09 23:00:00;-46.75
2020-06-09 22:30:00;-46.75
2020-06-09 22:00:00;-46.75
2020-06-09 21:30:00;-46.75
2020-06-09 21:00:00;-46.75
2020-06-09 20:30:00;-46.75
2020-06-09 20:00:00;-46.688
2020-06-09 17:00:00;-46.875
2020-06-09 16:30:00;-46.875
2020-06-09 16:00:00;-46.875
2020-06-09 15:30:00;-47
2020-06-09 15:00:00;-47
2020-06-09 14:30:00;-47
2020-06-09 14:00:00;-47
2020-06-09 13:30:00;-47.25
2020-06-09 13:00:00;-47.313
2020-06-09 12:30:00;-47.375
2020-06-09 12:00:00;-47.5
2020-06-09 11:30:00;-47.5
2020-06-09 11:00:00;-47.5
2020-06-09 10:30:00;-47.375
2020-06-09 10:00:00;-47.5
2020-06-09 09:30:00;-47.75
2020-06-09 09:00:00;-47.75
2020-06-09 08:30:00;-47.813
2020-06-09 08:00:00;-47.975
2020-06-09 07:30:00;-47.75
2020-06-09 07:00:00;-48
2020-06-09 06:30:00;-48
2020-06-09 06:00:00;-47.75
2020-06-09 05:30:00;-48
2020-06-09 05:00:00;-48
2020-06-09 04:30:00;-48.25
2020-06-09 04:00:00;-48.25
2020-06-09 03:30:00;-48.025
2020-06-09 03:00:00;-48.25
2020-06-09 02:30:00;-48
2020-06-09 02:00:00;-47.878
2020-06-09 01:30:00;-47.75
2020-06-09 01:00:00;-47.75
2020-06-09 00:30:00;-47.75
2020-06-09 00:00:00;-47.726
2020-06-08 23:30:00;-47.75
2020-06-08 23:00:00;-47.75
2020-06-08 22:30:00;-47.75
2020-06-08 22:00:00;-47.75
2020-06-08 21:30:00;-47.75
2020-06-08 21:00:00;-47.813
2020-06-08 20:30:00;-47.75
2020-06-08 20:00:00;-47.688
2020-06-08 19:30:00;-47.875
2020-06-08 17:00:00;-47.875
2020-06-08 16:30:00;-47.875
2020-06-08 16:00:00;-48
2020-06-08 15:30:00;-48
2020-06-08 15:00:00;-48
2020-06-08 14:30:00;-48
2020-06-08 14:00:00;-48.125
2020-06-08 13:30:00;-48.25
2020-06-08 13:00:00;-48.25
2020-06-08 12:30:00;-48.275
2020-06-08 12:00:00;-48.125
2020-06-08 11:30:00;-48.25
2020-06-08 11:00:00;-48.125
2020-06-08 10:30:00;-48.125
2020-06-08 10:00:00;-48.188
2020-06-08 09:30:00;-48.25
2020-06-08 09:00:00;-48.25
2020-06-08 08:30:00;-48.063
2020-06-08 08:00:00;-47.975
2020-06-08 07:30:00;-47.975
2020-06-08 07:00:00;-47.75
2020-06-08 06:30:00;-47.75
2020-06-08 06:00:00;-47.75
2020-06-08 05:30:00;-47.75
2020-06-08 05:00:00;-47.75
2020-06-08 04:30:00;-47.75
2020-06-08 04:00:00;-47.75
2020-06-08 03:30:00;-47.5
2020-06-08 03:00:00;-47.75
2020-06-08 02:30:00;-47.775
2020-06-08 02:00:00;-47.75
2020-06-08 01:30:00;-47.75
2020-06-08 01:00:00;-47.5
2020-06-08 00:30:00;-48
2020-06-08 00:00:00;-48
2020-06-07 23:30:00;-47.75
2020-06-07 23:00:00;-47.75
2020-06-07 21:30:00;-47.75
2020-06-07 21:00:00;-47.75
2020-06-07 20:30:00;-47.875
2020-06-07 20:00:00;-48
2020-06-05 16:30:00;-48.25
2020-06-05 16:00:00;-48.25
2020-06-05 15:30:00;-48.375
2020-06-05 15:00:00;-48.475
2020-06-05 14:30:00;-48.75
2020-06-05 14:00:00;-48.5
2020-06-05 13:30:00;-48.375
2020-06-05 13:00:00;-48.25
2020-06-05 12:30:00;-48
2020-06-05 12:00:00;-48.125
2020-06-05 11:30:00;-48.4
2020-06-05 11:00:00;-48.5
2020-06-05 10:30:00;-48.5
2020-06-05 10:00:00;-48.5
2020-06-05 09:30:00;-48
2020-06-05 09:00:00;-47.5
2020-06-05 08:30:00;-47.5
2020-06-05 08:00:00;-47.75
2020-06-05 07:30:00;-47.625
2020-06-05 07:00:00;-47.75
2020-06-05 06:30:00;-47.5
2020-06-05 06:00:00;-47.563
2020-06-05 05:30:00;-47.5
2020-06-05 05:00:00;-47.5
2020-06-05 04:30:00;-47.5
2020-06-05 04:00:00;-47.5
2020-06-05 03:30:00;-47.75
2020-06-05 03:00:00;-48
2020-06-05 02:30:00;-48
2020-06-05 02:00:00;-48
2020-06-05 01:30:00;-48
2020-06-05 01:00:00;-48
2020-06-05 00:30:00;-48
2020-06-05 00:00:00;-48
2020-06-04 23:30:00;-48
2020-06-04 23:00:00;-48
