Date,".SPX, Index Level",USA 2Y OTR YIELD,USA 2Y 10Y,USA 5Y 30Y,USD 2Y5Y10Y,USD 5Y10Y30Y,"FRA OIS, USD, IMM Date 20200916","1Y X 1Y USD/EUR OIS Basis Spread, Base Funding",5Y X 5Y USD Fwd Swap Rate,10Y X 10Y USD Fwd Swap Rate,USD 10Y Invoice Spread,Spot Gold Index Data,"USD.JPY, FX Spot","USD.ZAR, FX Spot","CDX.NA.HY, On the run, 5Y, Citi Spread"
02/07/2019,2706.05,2.47744,17.261,53.6877,-0.197514,-0.007006,0.27,-32.2392,2.81692,2.97297,4.4189,1310.09,109.75,13.6417,365.642
02/06/2019,2731.61,2.52426,17.7545,53.0112,-0.197024,0.002196,0.274,-34.1739,2.86917,3.01251,3.97743,1306.22,109.82,13.4988,355.331
02/05/2019,2737.7,2.52018,18.1724,52.2789,-0.190656,0.002221,0.272,-33.7419,2.86811,3.01031,3.98786,1315.02,109.9,13.4011,349.352
02/04/2019,2724.87,2.53033,19.3222,52.5623,-0.180435,0.006597,0.269,-34.0743,2.89207,3.02914,3.94356,1311.75,110.05,13.3811,353.552
02/03/2019,,,,,,,,,,,,,109.82,13.3624,
02/02/2019,,,,,,,,,,,,,109.59,13.3437,
02/01/2019,2706.53,2.50802,18.156,52.4782,-0.182584,-0.004464,0.265,-33.9681,2.8535,3.00381,3.27648,1318,109.36,13.325,360.063
01/31/2019,2704.1,2.45764,17.5171,56.7469,-0.214277,-0.009939,0.265,-32.9531,2.80535,2.96914,3.94795,1320.95,108.84,13.2652,356.582
01/30/2019,2681.05,2.5262,16.7381,54.9706,-0.201647,-0.002738,0.266,-33.8476,2.86336,3.01362,5.06215,1319.91,109.59,13.5804,364.461
01/29/2019,2640,2.56653,14.3259,49.5559,-0.193596,-0.002633,0.272,-33.6008,2.86749,3.01055,4.77919,1311.93,109.34,13.6167,379.698
01/28/2019,2643.85,2.58967,15.2516,48.1975,-0.181127,-0.000584,0.273,-33.2659,2.89725,3.03807,3.8107,1303.53,109.28,13.7058,381.343
01/27/2019,,,,,,,,,,,,,109.417,13.6701,
01/26/2019,,,,,,,,,,,,,109.553,13.6343,
01/25/2019,2664.76,2.60005,14.9417,47.2543,-0.179557,0.001787,0.277,-32.5756,2.90691,3.04086,4.00634,1303.22,109.69,13.5986,377.825
01/24/2019,2642.33,2.56,15.0303,48.7332,-0.203705,0.000577,0.281,-32.8429,2.8729,3.00949,4.34013,1280.95,109.58,13.7014,387.397
01/23/2019,2638.7,2.58912,16.6095,47.7919,-0.186446,0.012215,0.283,-32.9358,2.91418,3.03374,3.79788,1282.4,109.64,13.8348,396.966
01/22/2019,2632.9,2.57652,15.1882,48.8495,-0.182313,0.001926,0.2825,-32.2161,2.88551,3.01854,4.12977,1285.04,109.43,13.9103,399.961
01/21/2019,2651.81,,,,,,0.281,-32.0361,,,3.94758,1280.28,109.63,13.8327,385.477
01/20/2019,,,,,,,,,,,,,109.647,13.812,
01/19/2019,,,,,,,,,,,,,109.663,13.7914,
01/18/2019,2670.71,2.6118,17.0572,47.7801,-0.169967,0.006912,0.281,-31.9759,2.93964,3.06403,3.7654,1281.49,109.68,13.7707,385.477
01/17/2019,2635.96,2.56368,18.3122,50.1862,-0.178678,0.013273,0.284,-31.9885,2.91319,3.03252,4.29142,1291.9,109.01,13.7866,391.87
01/16/2019,2616.1,2.54709,18.1894,53.0236,-0.190006,0.008492,0.279,-31.1431,2.89978,3.03006,5.40685,1293.52,108.86,13.7213,405.81
01/15/2019,2610.3,2.5285,17.9143,54.5896,-0.196794,-0.003132,0.277,-30.7668,2.87251,3.0197,5.4238,1289.31,108.52,13.7719,406.634
01/14/2019,2582.61,2.53465,17.3094,53.3992,-0.190969,-0.014337,0.277,-30.9681,2.86196,3.02293,5.35317,1291.73,108.33,13.7809,416.724
01/13/2019,,,,,,,,,,,,,108.357,13.8066,
01/12/2019,,,,,,,,,,,,,108.383,13.8323,
01/11/2019,2596.26,2.5449,15.5816,51.2698,-0.20451,-0.004797,0.276,-30.8009,2.85548,3.0017,5.07876,1288,108.41,13.858,406.534
01/10/2019,2596.64,2.5632,16.8156,49.3578,-0.18879,0.005498,0.277,-30.4895,2.88671,3.01657,5.25045,1286.38,108.21,13.8284,403.499
01/09/2019,2584.96,2.56314,16.4748,46.5797,-0.191251,0.015454,0.277,-31.3988,2.88205,2.99717,4.64528,1293.13,108.19,13.931,414.916
01/08/2019,2574.41,2.5835,13.1995,42.1282,-0.175469,0.011152,0.27,-31.4319,2.85634,2.96855,4.65908,1285.35,108.62,13.9778,407.217
01/07/2019,2549.69,2.52427,15.5731,45.8296,-0.191659,0.013508,0.281,-33.306,2.84059,2.95782,3.87172,1288.67,108.44,13.8661,418.492
01/06/2019,,,,,,,,,,,,,108.33,13.9039,
01/05/2019,,,,,,,,,,,,,108.22,13.9416,
01/04/2019,2531.94,2.48562,17.3206,49.1866,-0.221345,0.015039,0.289,-34.287,2.84235,2.9664,4.47526,1284.92,108.11,13.9794,431.484
01/03/2019,2447.89,2.38665,16.5049,53.172,-0.259314,-0.004578,0.278,-34.8586,2.73478,2.89368,4.13818,1293.99,107.54,14.365,465.81
01/02/2019,2510.03,2.50196,16.0866,47.9317,-0.215953,0.002223,0.262,-33.3447,2.82856,2.96141,5.27639,1284.77,109.28,14.4182,459.521
01/01/2019,2508.44,,,,,,0.26,-33.1662,,,4.65197,1282.62,109.585,14.3602,449.761
12/31/2018,2506.85,2.4939,19.3862,50.5067,-0.222037,0.011511,0.262,-32.9877,2.87374,3.00455,4.02756,1282.82,109.78,14.3696,449.761
12/30/2018,,,,,,,,,,,,,109.99,14.3667,
12/29/2018,,,,,,,,,,,,,110.2,14.3639,
12/28/2018,2485.74,2.53426,20.3512,47.0708,-0.191126,0.032046,0.26,-32.6963,2.91415,3.01573,3.27355,1280.75,110.41,14.361,452.695
12/27/2018,2488.83,2.54838,19.503,43.9339,-0.170897,0.027866,0.269,-32.5906,2.90829,3.00799,3.31035,1275.22,110.74,14.5168,455.35
12/26/2018,2467.7,2.60691,19.0196,41.3508,-0.151029,0.031069,0.275,-33.9526,2.94151,3.02905,1.67898,1266.98,110.34,14.6075,451.768
12/25/2018,2409.4,,,,,,0.275,-33.9526,,,2.60358,1268.06,110.265,14.6337,489.969
12/24/2018,2351.1,2.58644,16.6066,41.8197,-0.171784,0.027181,0.275,-33.9525,2.9034,2.99635,3.52818,1269.13,110.5,14.5907,489.969
12/23/2018,,,,,,,,,,,,,110.722,14.5342,
12/22/2018,,,,,,,,,,,,,110.943,14.4777,
12/21/2018,2416.62,2.64103,14.9166,38.6655,-0.155212,0.021673,0.275,-34.0262,2.94421,3.03749,5.0209,1256.01,111.165,14.4212,475.075
12/20/2018,2467.42,2.6685,11.8372,35.8679,-0.159796,0.013486,0.278,-34.5297,2.9179,3.01551,4.3606,1260.15,111.69,14.2978,462.791
12/19/2018,2506.96,2.64171,13.4535,38.5371,-0.158072,0.005834,0.276,-33.0783,2.89305,3.00336,3.15095,1243.4,112.29,14.1552,445.023
12/18/2018,2546.16,2.65015,17.268,42.182,-0.151338,0.020518,0.29,-32.2586,2.96124,3.06172,3.29968,1249.38,112.62,14.2897,430.021
12/17/2018,2545.94,2.6999,15.7107,42.1006,-0.14029,0.01038,0.294,-32.5115,2.99737,3.10736,5.58196,1245.91,113,14.3948,428.078
12/16/2018,,,,,,,,,,,,,113.137,14.4004,
12/15/2018,,,,,,,,,,,,,113.273,14.4059,
12/14/2018,2599.95,2.73098,15.8508,41.5353,-0.137515,0.013732,0.297,-32.6068,3.02472,3.12779,5.19224,1238.21,113.41,14.4115,418.114
12/13/2018,2650.54,2.75789,15.1623,40.7824,-0.123484,0.007252,0.297,-32.062,3.03864,3.14889,6.27884,1242.46,113.64,14.1993,405.924
12/12/2018,2651.07,2.77024,13.5716,38.2645,-0.113463,0.007405,0.299,-31.5619,3.02654,3.13232,6.60751,1245.8,113.22,14.0823,411.103
12/11/2018,2636.78,2.77024,10.8753,38.3346,-0.13299,0.003028,0.308,-32.488,2.99972,3.11395,5.43268,1242.95,113.36,14.3462,421.407
12/10/2018,2637.72,2.72512,12.8779,41.933,-0.136871,-0.002396,0.308,-32.1634,2.97692,3.10354,5.7261,1244.59,112.99,14.4216,424.249
12/09/2018,,,,,,,,,,,,,112.893,14.2956,
12/08/2018,,,,,,,,,,,,,112.797,14.1695,
12/07/2018,2633.08,2.71085,13.9528,44.7725,-0.144177,-0.004244,0.308,-34.4527,3.00472,3.13767,7.9399,1248.1,112.7,14.0435,423.056
12/06/2018,2695.95,2.75798,11.7734,38.8174,-0.107053,-0.01472,0.308,-36.4618,3.01946,3.15335,9.78202,1237.99,112.36,14.1677,410.097
12/05/2018,2698.01,2.78449,11.4659,38.2586,-0.096557,-0.016386,0.304,-35.8677,3.02951,3.16074,9.51858,1237.56,113.14,13.8466,406.407
12/04/2018,2700.06,2.811,11.1584,37.6998,-0.086061,-0.018053,0.304,-36.4212,3.03955,3.16812,9.25514,1238.55,113,13.717,406.407
12/03/2018,2790.37,2.83327,15.4552,43.843,-0.085953,-0.026434,0.304,-36.7577,3.11638,3.26812,8.67721,1231.08,113.59,13.6968,384.266
12/02/2018,,,,,,,,,,,,,113.573,13.7523,
12/01/2018,,,,,,,,,,,,,113.557,13.8077,
11/30/2018,2760.17,2.8088,20.268,46.8441,-0.075024,-0.016199,0.298,-36.3969,3.14373,3.28703,5.71408,1221.97,113.54,13.8632,391.38
11/29/2018,2737.76,2.81269,22.0721,47.3864,-0.076906,-0.008661,0.31,-37.2389,3.17072,3.30708,5.37928,1223.99,113.3,13.6396,386.159
11/28/2018,2743.79,2.8046,23.7953,47.2966,-0.069075,-0.003736,0.309,-37.8438,3.18259,3.31361,6.27556,1221.11,114.02,13.9457,383.671
11/27/2018,2682.17,2.83091,22.4429,43.6263,-0.078095,0.007865,0.309,-37.7126,3.21123,3.3248,6.51324,1214.7,113.79,13.9185,408.241
11/26/2018,2673.45,2.83443,23.5534,42.0841,-0.071513,0.016183,0.32,-39.3523,3.23541,3.33675,7.81165,1222.37,113.59,13.8682,413.745
11/25/2018,,,,,,,,,,,,,113.317,13.8685,
11/24/2018,,,,,,,,,,,,,113.043,13.8689,
11/23/2018,2632.56,2.81566,23.7899,43.0741,-0.068455,0.012086,0.32,-38.7442,3.22333,3.33155,7.39644,1223.19,112.77,13.8693,417.026
11/22/2018,2641.25,,,,,,0.318,-38.4556,,,8.07032,1227.45,112.98,13.7656,407.592
11/21/2018,2649.93,2.81389,24.5211,42.2121,-0.059018,0.014225,0.318,-38.3353,3.22865,3.33224,8.74419,1226.02,112.98,13.9027,407.592
11/20/2018,2641.89,2.79747,25.2566,43.5182,-0.072055,0.022093,0.313,-38.4207,3.23202,3.33078,8.78024,1221.55,112.63,14.0544,417.881
11/19/2018,2690.73,2.781,27.6344,45.0941,-0.077868,0.025158,0.313,-38.1041,3.23875,3.33696,7.04117,1224.05,112.58,13.9834,410.794
11/18/2018,,,,,,,,,,,,,112.667,14.0101,
11/17/2018,,,,,,,,,,,,,112.753,14.0369,
11/16/2018,2736.27,2.81224,25.9705,43.6027,-0.071458,0.015582,0.313,-40.0007,3.25034,3.36034,7.51846,1221.47,112.84,14.0637,399.365
11/15/2018,2730.2,2.85802,25.7814,42.3636,-0.061588,0.011448,0.305,-38.9475,3.28735,3.39944,7.90092,1213,113.26,14.2808,392.387
11/14/2018,2701.58,2.85807,26.1436,40.1858,-0.048567,0.019034,0.305,-39.4064,3.28344,3.38034,8.26143,1210.91,113.91,14.3401,390.828
11/13/2018,2722.18,2.89524,24.9923,37.8842,-0.043591,0.023132,0.304,-38.7973,3.29855,3.38507,7.68818,1202.35,113.92,14.4722,383.426
11/12/2018,2726.22,,,,,,0.309,-39.4128,,,7.51312,1200.65,113.77,14.4177,368.509
11/11/2018,,,,,,,,,,,,,113.753,14.3724,
11/10/2018,,,,,,,,,,,,,113.737,14.3271,
11/09/2018,2781.01,2.93235,25.6956,34.6948,-0.023449,0.024863,0.309,-39.251,3.33376,3.41266,7.33806,1209.6,113.72,14.2818,368.505
11/08/2018,2806.83,2.96497,26.4956,33.7105,-0.015946,0.028958,0.311,-39.8755,3.37107,3.44424,5.88191,1223.54,113.81,14.0461,352.796
11/07/2018,2813.89,2.94438,26.8907,36.3131,-0.023597,0.029682,0.316,-40.4396,3.3664,3.44312,7.0525,1226.11,113.35,13.9694,347.104
11/06/2018,2755.45,2.92795,28.4348,37.7832,-0.024666,0.034116,0.314,-39.9884,3.36977,3.44249,6.81989,1226.8,113.37,14.1922,355.618
11/05/2018,2738.31,2.91157,28.922,40.6248,-0.031127,0.037669,0.325,-41.4634,3.37353,3.44578,7.75738,1231.3,113.21,14.1893,359.443
11/04/2018,,,,,,,,,,,,,113.173,14.2526,
11/03/2018,,,,,,,,,,,,,113.137,14.316,
11/02/2018,2723.06,2.91155,30.2497,41.5826,-0.028924,0.028418,0.33,-41.657,3.38227,3.46872,7.49309,1232.89,113.1,14.3794,364.579
11/01/2018,2740.37,2.8506,29.1082,42.1737,-0.039742,0.022563,0.328,-41.6895,3.313,3.40564,9.02105,1233.24,112.79,14.5055,365.95
10/31/2018,2711.74,2.87092,28.5837,41.7227,-0.032096,0.021025,0.325,-40.5842,3.3283,3.42362,8.82686,1214.54,112.87,14.764,374.84
10/30/2018,2682.63,2.84263,26.4951,41.9107,-0.032711,0.018889,0.33,-40.9312,3.27401,3.36926,9.0032,1223.45,112.76,14.6334,379.963
10/29/2018,2641.25,2.81433,27.0618,41.1583,-0.035012,0.016785,0.328,-40.783,3.24284,3.33931,9.2851,1229.74,112.49,14.5335,384.863
10/28/2018,,,,,,,,,,,,,112.127,14.5719,
10/27/2018,,,,,,,,,,,,,111.763,14.6104,
10/26/2018,2658.69,2.80625,26.9259,40.8741,-0.042753,0.013549,0.338,-39.8023,3.23006,3.33087,8.90696,1233.59,111.4,14.6489,385.882
10/25/2018,2705.57,2.86286,27.272,36.6151,-0.022994,0.027026,0.342,-40.979,3.28748,3.36438,8.76948,1232.23,112.53,14.5764,379.45
10/24/2018,2656.1,2.85477,26.9437,38.1349,-0.024591,0.028231,0.343,-40.4938,3.28552,3.36297,9.16971,1234.22,112.54,14.4865,382.232
10/23/2018,2740.69,2.87485,29.0829,35.4117,-0.001592,0.037138,0.333,-40.8376,3.32026,3.38152,8.49236,1230.49,112.1,14.432,370.69
10/22/2018,2755.88,2.90816,28.5857,33.3809,0.013387,0.035015,0.342,-41.8192,3.33899,3.39961,7.90827,1222.17,112.87,14.2747,370.341
10/21/2018,,,,,,,,,,,,,112.743,14.3194,
10/20/2018,,,,,,,,,,,,,112.617,14.3641,
10/19/2018,2767.78,2.90797,29.1668,33.1332,0.013576,0.03454,0.343,-43.315,3.34797,3.40872,7.9679,1226.32,112.49,14.4088,366.172
10/18/2018,2768.78,2.86994,30.4849,33.4491,0.011895,0.036162,0.34,-44.2387,3.3214,3.37803,8.72522,1225.75,112.5,14.3279,364.307
10/17/2018,2809.21,2.88226,29.6244,30.6009,0.02713,0.043773,0.326,-42.1261,3.32331,3.36933,6.95338,1222.68,112.08,14.1884,353.457
10/16/2018,2809.92,2.86137,29.2513,31.2752,0.019733,0.035508,0.323,-40.1585,3.29002,3.34697,6.9639,1224.43,112.22,14.2081,350.063
10/15/2018,2750.79,2.86124,30.0124,32.4087,0.020752,0.03383,0.317,-39.0516,3.28359,3.34208,5.24045,1226.94,111.77,14.3673,361.131
10/14/2018,,,,,,,,,,,,,111.883,14.3977,
10/13/2018,,,,,,,,,,,,,111.997,14.428,
10/12/2018,2767.13,2.83631,30.2369,32.1301,0.025886,0.03142,0.311,-39.1045,3.25413,3.31473,5.83728,1217.93,112.11,14.4584,354.681
10/11/2018,2728.37,2.83603,29.4945,31.875,0.014245,0.041958,0.308,-38.8796,3.25707,3.30312,5.63263,1224.33,112.28,14.6335,361.029
10/10/2018,2785.68,2.88117,34.2264,33.9216,0.033721,0.059323,0.301,-37.1904,3.36569,3.3959,5.02519,1194.78,112.72,14.6511,361.874
10/09/2018,2880.34,2.88513,32.3069,31.2864,0.037812,0.062219,0.299,-36.1932,3.3443,3.36413,5.37526,1189.62,113.17,14.7706,343.231
10/08/2018,2884.43,,,,,,0.296,-35.4087,,,4.75186,1188.01,113.11,14.8649,342.77
10/07/2018,,,,,,,,,,,,,113.323,14.8284,
10/06/2018,,,,,,,,,,,,,113.537,14.792,
10/05/2018,2885.57,2.88907,33.6097,32.5584,0.04592,0.054268,0.291,-36.7142,3.35596,3.39032,4.12846,1202.86,113.75,14.7555,342.773
10/04/2018,2901.61,2.88027,31.432,30.1791,0.041147,0.050794,0.301,-37.0021,3.32637,3.36323,4.52106,1199.66,113.67,14.7318,338.001
10/03/2018,2925.51,2.85974,29.8955,29.6152,0.038612,0.04726,0.303,-37.1993,3.29007,3.33213,4.67294,1197.37,114.11,14.3551,331.905
10/02/2018,2923.43,2.81083,24.4852,26.3827,0.021535,0.033567,0.307,-38.1237,3.17199,3.22243,6.08313,1203.1,113.65,14.3176,330.089
10/01/2018,2924.59,2.81889,26.0053,27.381,0.022695,0.039605,0.307,-38.435,3.20191,3.24723,5.49943,1188.47,113.95,14.1962,325.186
09/30/2018,,,,,,,,,,,,,113.833,14.1798,
09/29/2018,,,,,,,,,,,,,113.717,14.1634,
09/28/2018,2913.98,2.81477,23.8968,24.8736,0.028984,0.036083,0.312,-39.7571,3.1682,3.2122,6.05915,1192.09,113.6,14.147,331.475
09/27/2018,2914,2.83099,22.2635,22.3479,0.034285,0.036856,0.312,-39.9263,3.16295,3.20101,6.46879,1182.8,113.23,14.066,332.487
09/26/2018,2905.97,2.82288,23.8146,23.5179,0.036615,0.037414,0.314,-40.3636,3.17403,3.21365,6.83597,1194.46,113.04,14.1998,314.739
09/25/2018,2915.56,2.8391,26.103,25.1141,0.052097,0.042752,0.304,-39.8043,3.21399,3.2474,6.24325,1201.31,112.87,14.3842,318.47
09/24/2018,2919.37,2.80856,26.728,25.2665,0.040174,0.044158,0.29675,-39.3917,3.1922,3.22565,5.7848,1198.86,112.54,14.2413,318.718
09/23/2018,,,,,,,,,,,,,112.547,14.2704,
09/22/2018,,,,,,,,,,,,,112.553,14.2995,
09/21/2018,2929.67,2.79995,26.6539,25.289,0.043612,0.039265,0.29675,-38.6681,3.18437,3.22399,6.08517,1199.55,112.56,14.3286,315.724
09/20/2018,2930.75,2.80762,26.8043,25.2939,0.039151,0.041447,0.291,-38.1015,3.2057,3.24427,6.57938,1207.58,112.43,14.429,316.016
09/19/2018,2907.95,2.80739,27.5677,27.6611,0.034357,0.044278,0.285,-36.1525,3.21609,3.25685,4.96045,1203.99,112.33,14.6551,318.082
09/18/2018,2904.31,2.79884,24.7019,26.0452,0.039222,0.036247,0.282,-35.2292,3.16611,3.21207,5.13403,1198.35,112.32,14.8331,317.995
09/17/2018,2888.8,2.78202,21.9402,23.5853,0.031755,0.032262,0.289,-36.4088,3.11448,3.15909,6.29086,1200.93,111.95,14.9105,320.584
09/16/2018,,,,,,,,,,,,,112,14.9006,
09/15/2018,,,,,,,,,,,,,112.05,14.8907,
09/14/2018,2904.98,2.78182,21.2192,23.358,0.032341,0.028708,0.292,-36.9379,3.10333,3.15018,6.71423,1193.71,112.1,14.8808,317.307
09/13/2018,2904.18,2.75648,20.6176,23.5083,0.026569,0.025764,0.292,-36.1432,3.0726,3.12341,7.91777,1201.44,111.85,14.7494,319.199
09/12/2018,2888.92,2.74396,21.8675,24.4323,0.024146,0.027819,0.299,-37.25,3.07465,3.12417,7.93731,1206.19,111.27,15.0266,323.935
09/11/2018,2887.89,2.74794,23.1229,25.467,0.022357,0.030082,0.306,-36.6633,3.09757,3.14704,7.9123,1198.29,111.47,15.1568,325.653
09/10/2018,2877.13,2.71494,22.199,26.0105,0.018431,0.021852,0.3,-37.2172,3.04551,3.10538,7.63469,1195.88,111.12,15.1964,326.781
09/09/2018,,,,,,,,,,,,,111.123,15.1776,
09/08/2018,,,,,,,,,,,,,111.127,15.1589,
09/07/2018,2871.68,2.70665,23.5772,28.022,0.011849,0.024059,0.291,-37.0683,3.06379,3.12607,7.71958,1195.86,111.13,15.1401,331.333
09/06/2018,2878.05,2.64113,23.5557,30.6992,-0.006189,0.018791,0.291,-35.3764,3.00554,3.08054,7.6222,1200.15,110.9,15.3893,330.667
09/05/2018,2888.6,2.65334,24.8843,30.4403,0.000583,0.025937,0.298,-35.8041,3.03407,3.10006,7.16797,1196.75,111.58,15.4337,332.515
09/04/2018,2896.72,2.65739,24.4791,29.5288,0.005725,0.023913,0.303,-35.6923,3.03389,3.10051,7.41298,1191.35,111.34,15.2167,333.169
09/03/2018,2899.12,,,,,,0.303,-36.0908,,,7.41968,1201.15,111.02,14.863,330.133
09/02/2018,,,,,,,,,,,,,110.973,14.7931,
09/01/2018,,,,,,,,,,,,,110.927,14.7231,
08/31/2018,2901.52,2.62896,22.2324,27.4003,0.000061,0.019371,0.303,-37.0497,2.97731,3.04542,7.42638,1201.09,110.88,14.6532,330.133
08/30/2018,2901.13,2.64922,20.9358,25.1357,0.005311,0.020564,0.301,-37.5756,2.98121,3.04325,7.30857,1199.88,111.36,14.6825,333.147
08/29/2018,2914.04,2.67749,20.4683,24.0431,0.015033,0.02865,0.301,-36.9826,3.0053,3.05529,7.9324,1206.66,111.67,14.4172,326.177
08/28/2018,2897.52,2.66537,21.8622,26.2314,0.009998,0.026785,0.301,-35.8955,3.0163,3.07458,7.28336,1201.26,111.14,14.1322,324.822
08/27/2018,2896.74,2.64536,20.2378,25.2173,0.008462,0.02058,0.298,-35.1944,2.97651,3.03977,7.91416,1211.35,111.05,14.1717,324.366
08/26/2018,,,,,,,,,,,,,111.11,14.1988,
08/25/2018,,,,,,,,,,,,,111.17,14.2259,
08/24/2018,2874.69,2.62861,19.7455,25.1261,0.003402,0.021539,0.298,-35.1636,2.95303,3.01441,7.90707,1205.97,111.23,14.253,329.023
08/23/2018,2856.98,2.60782,21.1085,25.9961,0.001739,0.023699,0.3,-34.2456,2.94763,3.00807,7.75971,1185.31,111.22,14.2905,331.709
08/22/2018,2861.82,2.59538,22.7145,27.9367,0.004705,0.02158,0.3015,-34.5982,2.95344,3.01876,8.27949,1195.51,110.46,14.2943,329.973
08/21/2018,2862.96,2.6079,23.4492,27.5595,0.013222,0.020748,0.3075,-34.9291,2.96467,3.02865,7.90672,1196.13,110.48,14.3582,331.078
08/20/2018,2857.05,2.59135,22.9408,28.2031,0.008456,0.025441,0.3075,-35.5096,2.95105,3.00855,8.65438,1190.53,110.44,14.6379,335.003
08/19/2018,,,,,,,,,,,,,110.443,14.6825,
08/18/2018,,,,,,,,,,,,,110.447,14.7271,
08/17/2018,2850.13,2.61627,25.5074,27.6364,0.017525,0.028825,0.3075,-36.2659,3.00017,3.05398,8.22571,1184.77,110.45,14.7717,334.94
08/16/2018,2840.69,2.62049,25.0874,28.3738,0.01765,0.023735,0.3035,-36.5045,2.99593,3.05672,8.2202,1174.16,110.74,14.6373,334.984
08/15/2018,2818.37,2.60404,24.5656,30.1168,0.006752,0.0198,0.2995,-36.0325,2.9778,3.04682,7.61391,1174.88,110.45,14.6617,338.651
08/14/2018,2839.96,2.62878,26.4327,29.6471,0.017929,0.023508,0.295,-35.9069,3.02403,3.08819,7.68061,1194.03,110.89,14.2079,332.737
08/13/2018,2821.93,2.61235,26.2647,29.903,0.023008,0.019036,0.295,-36.0706,2.99733,3.06805,6.96294,1193.64,110.77,14.3086,335.993
08/12/2018,,,,,,,,,,,,,110.747,14.2168,
08/11/2018,,,,,,,,,,,,,110.723,14.1249,
08/10/2018,2833.28,2.59598,26.0949,28.974,0.01161,0.030786,0.296,-34.8812,2.98651,3.04103,6.84053,1211.3,110.7,14.0331,332.992
08/09/2018,2853.58,2.64931,28.5562,26.9643,0.034904,0.031821,0.305,-34.3454,3.05684,3.10732,5.97309,1212.35,110.92,13.5894,327.585
08/08/2018,2857.7,2.67382,29.5459,28.1229,0.038908,0.032176,0.309,-35.2892,3.08797,3.13914,5.94508,1213.61,110.96,13.3918,323.811
08/07/2018,2858.45,2.6697,30.3288,27.6978,0.036999,0.032714,0.315,-34.1632,3.09936,3.14984,6.67642,1211.02,111.23,13.315,323.891
08/06/2018,2850.4,2.64928,28.6492,27.7291,0.027432,0.03365,0.314,-34.9134,3.07217,3.12099,7.59691,1206.94,111.46,13.4046,326.183
08/05/2018,,,,,,,,,,,,,111.36,13.3702,
08/04/2018,,,,,,,,,,,,,111.26,13.3357,
08/03/2018,2840.35,2.64113,30.9483,27.6687,0.037585,0.035764,0.313,-35.3941,3.09245,3.13958,7.53252,1213.43,111.16,13.3013,327.058
08/02/2018,2827.22,2.66141,32.4502,26.8612,0.044324,0.04795,0.313,-34.4537,3.12988,3.16043,6.83592,1207.96,111.46,13.3987,328.355
08/01/2018,2813.36,2.68163,32.1029,25.221,0.055999,0.048484,0.309,-35.1902,3.13897,3.16581,6.55109,1216.05,111.98,13.1882,329.755
07/31/2018,2816.29,2.6654,29.627,23.5943,0.03821,0.044964,0.305,-35.2381,3.091,3.12031,5.80445,1223.83,111.94,13.0969,328.86
07/30/2018,2802.6,2.66941,30.5253,25.4286,0.040065,0.047414,0.296,-34.0877,3.10654,3.13641,5.85433,1221.8,110.99,13.1459,331.788
07/29/2018,,,,,,,,,,,,,110.983,13.1521,
07/28/2018,,,,,,,,,,,,,110.977,13.1582,
07/27/2018,2818.82,2.67345,28.8181,24.0795,0.037771,0.041608,0.296,-34.1663,3.07964,3.11358,5.15981,1223.38,110.97,13.1644,329.859
07/26/2018,2837.44,2.68557,28.9,24.35,0.049537,0.04348,0.299,-32.3233,3.08006,3.10858,4.52997,1222.68,111.06,13.2234,326.649
07/25/2018,2846.07,2.65326,28.2353,25.2043,0.043459,0.043247,0.305,-31.3141,3.04577,3.07562,5.48681,1231.61,110.94,13.2229,330.915
07/24/2018,2820.4,2.63723,31.1326,25.8041,0.053664,0.045093,0.304,-31.1783,3.05898,3.08607,5.59476,1224.55,111.1,13.2996,335.239
07/23/2018,2806.98,2.62871,33.6513,27.7635,0.051046,0.043861,0.313,-30.4674,3.08225,3.11522,5.89669,1224.54,111.4,13.5017,337.711
07/22/2018,,,,,,,,,,,,,111.547,13.4813,
07/21/2018,,,,,,,,,,,,,111.693,13.4608,
07/20/2018,2801.83,2.59939,29.373,26.5217,0.035868,0.034059,0.313,-31.016,3.00866,3.05132,6.87578,1231.76,111.84,13.4404,338.925
07/19/2018,2804.49,2.59074,25.6459,22.5846,0.033198,0.025241,0.322,-32.8714,2.94904,2.99643,7.74577,1222.8,112.88,13.4845,339.878
07/18/2018,2815.62,2.61135,26.3375,21.9518,0.041092,0.030737,0.328,-33.3988,2.98017,3.02132,7.20442,1227.18,112.78,13.2688,335.906
07/17/2018,2809.55,2.61535,24.6525,20.9405,0.03263,0.027845,0.33,-32.7994,2.95835,3.00103,6.58873,1227.51,112.82,13.227,335.653
07/16/2018,2798.43,2.60282,25.3565,21.4885,0.034275,0.028537,0.33,-32.3336,2.95208,2.99425,6.47618,1240.82,112.39,13.2409,337.194
07/15/2018,,,,,,,,,,,,,112.393,13.2511,
07/14/2018,,,,,,,,,,,,,112.397,13.2613,
07/13/2018,2801.31,2.57795,25.0993,20.5654,0.031395,0.029042,0.332,-33.1625,2.92869,2.96965,6.70976,1241.52,112.4,13.2715,333.533
07/12/2018,2798.29,2.59412,25.8626,19.4691,0.044483,0.030112,0.334,-33.6018,2.95385,2.9921,6.86882,1247.15,112.41,13.323,338.452
07/11/2018,2774.02,2.57351,26.8278,20.4789,0.033627,0.03767,0.334,-34.1112,2.95332,2.98482,7.03678,1242.16,111.29,13.4266,346.4
